store_id,user_id,grade,detail
134,166,3.4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
136,120,1.7,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
137,96,1.9,Praesent blandit lacinia erat.
15,7,2.2,Nullam sit amet turpis elementum ligula vehicula consequat.
124,116,1.9,Phasellus in felis. Donec semper sapien a libero. Nam dui.
69,133,2.9,Morbi porttitor lorem id ligula.
28,195,2.8,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
79,42,4.9,Morbi a ipsum. Integer a nibh. In quis justo.
37,11,4.6,Nullam sit amet turpis elementum ligula vehicula consequat.
108,149,2.8,Proin eu mi. Nulla ac enim.
11,200,4.3,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
122,126,4.0,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
169,67,4.9,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
56,114,3.0,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
47,63,3.1,Duis at velit eu est congue elementum.
121,57,3.9,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
55,171,3.9,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
26,70,3.0,Pellentesque ultrices mattis odio.
118,93,1.1,Donec dapibus. Duis at velit eu est congue elementum.
86,65,1.9,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
74,30,4.6,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
153,113,4.3,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
173,20,2.8,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
164,4,1.5,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
35,88,3.0,Nunc rhoncus dui vel sem.
13,94,4.0,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
60,71,1.8,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
65,168,2.9,Cras pellentesque volutpat dui.
142,148,5.0,In hac habitasse platea dictumst.
58,197,5.0,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
30,117,1.6,Duis at velit eu est congue elementum.
82,60,3.6,Etiam vel augue. Vestibulum rutrum rutrum neque.
50,44,2.5,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
170,110,4.1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
12,123,2.0,Nam nulla.
135,15,1.8,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
61,163,4.1,Curabitur convallis.
92,151,3.0,Nulla tellus.
27,87,2.0,Morbi a ipsum.
107,119,3.1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
80,80,4.8,Morbi a ipsum. Integer a nibh.
159,184,1.7,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
156,3,1.0,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
90,64,4.0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
27,31,3.7,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
149,35,3.6,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
74,92,2.9,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
104,130,2.8,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
6,141,4.9,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
144,141,4.1,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
17,152,3.0,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
63,74,3.6,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
100,147,5.0,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
77,114,2.9,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
157,36,2.8,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
29,12,4.3,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
87,103,1.6,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
114,43,1.0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
19,94,3.4,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
47,136,4.3,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
124,109,1.9,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
82,5,1.2,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
88,191,1.4,Aliquam erat volutpat. In congue. Etiam justo.
8,26,4.4,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
72,66,1.8,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.
54,70,2.8,In hac habitasse platea dictumst.
135,17,3.0,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
131,23,2.3,Cras non velit nec nisi vulputate nonummy.
92,166,1.6,Aliquam non mauris. Morbi non lectus.
159,110,2.0,Aliquam erat volutpat. In congue.
112,156,1.7,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
114,18,1.2,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
59,164,3.3,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
121,136,3.1,Duis mattis egestas metus. Aenean fermentum.
153,7,4.4,Duis bibendum.
161,4,4.3,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
137,25,2.5,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
78,125,4.9,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.
15,145,1.2,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
52,188,1.2,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
35,61,3.3,Nunc rhoncus dui vel sem. Sed sagittis.
44,16,2.3,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
41,96,3.4,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
22,168,3.6,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
128,42,3.8,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
3,52,2.5,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
72,51,2.0,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
145,110,4.4,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
94,160,3.0,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
88,82,4.7,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
77,180,1.2,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
20,73,1.2,Aliquam non mauris. Morbi non lectus.
163,136,3.2,Nunc purus.
16,62,2.7,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
146,118,4.5,Donec dapibus.
87,119,1.8,In hac habitasse platea dictumst.
84,75,2.2,Sed ante. Vivamus tortor. Duis mattis egestas metus.
29,173,3.4,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
53,90,2.1,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
132,126,3.6,In eleifend quam a odio. In hac habitasse platea dictumst.
10,183,2.5,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
134,95,2.9,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
25,122,2.4,Integer ac neque.
2,185,5.0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
99,98,3.0,Quisque ut erat.
97,38,2.0,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
51,152,3.4,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
119,170,1.7,In congue. Etiam justo. Etiam pretium iaculis justo.
4,165,3.2,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
16,3,1.8,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
172,100,2.3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
80,114,3.1,Suspendisse potenti.
42,122,1.7,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
14,158,3.0,Proin eu mi. Nulla ac enim.
173,14,1.3,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
59,30,3.6,Quisque id justo sit amet sapien dignissim vestibulum.
33,98,1.3,Proin eu mi.
132,145,1.5,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
74,88,1.5,Aliquam non mauris.
20,61,4.5,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
53,60,4.6,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
94,132,2.7,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
80,21,2.8,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
10,34,4.2,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
7,68,2.6,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
6,69,3.5,Morbi non lectus.
50,192,4.4,Pellentesque viverra pede ac diam.
132,169,2.4,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
55,91,3.0,Integer a nibh. In quis justo.
98,134,1.8,Morbi ut odio.
61,15,1.6,Proin interdum mauris non ligula pellentesque ultrices.
100,114,4.6,Fusce consequat.
136,2,4.7,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
134,29,4.3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus."
88,174,3.4,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
151,39,1.2,Phasellus in felis. Donec semper sapien a libero. Nam dui.
9,61,3.4,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
108,7,4.8,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
162,166,4.9,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
43,157,4.7,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
150,195,3.4,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
93,127,4.9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
10,178,1.8,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
15,193,3.4,Nulla mollis molestie lorem.
52,122,1.1,Morbi a ipsum. Integer a nibh. In quis justo.
125,57,2.2,Duis bibendum.
137,167,1.6,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
16,53,3.0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
170,183,2.5,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
155,70,2.7,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
86,48,2.3,Nullam porttitor lacus at turpis.
146,99,2.6,Pellentesque viverra pede ac diam.
72,197,2.7,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
142,25,3.6,Quisque ut erat.
92,43,4.9,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
48,143,2.6,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
106,7,3.8,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
87,188,3.5,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
74,176,1.5,Etiam justo.
75,198,4.3,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
61,142,2.5,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
93,139,3.2,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
40,167,2.0,Mauris lacinia sapien quis libero.
159,99,2.8,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus."
133,156,2.1,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
93,194,1.7,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
140,73,4.5,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
108,64,4.3,Fusce consequat. Nulla nisl. Nunc nisl.
28,191,2.2,Nulla nisl.
157,198,1.7,Praesent blandit.
38,150,2.9,Aenean lectus. Pellentesque eget nunc.
11,182,3.1,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
41,81,1.2,Integer a nibh. In quis justo.
141,125,2.1,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
142,15,4.9,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
12,161,3.2,Maecenas ut massa quis augue luctus tincidunt.
118,120,2.1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
76,102,3.1,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
98,125,1.5,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
136,26,4.7,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
153,141,4.0,Nullam varius.
105,22,2.3,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
142,135,3.1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
154,122,1.2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
84,62,4.5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
95,158,1.5,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
145,60,3.5,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
139,6,1.5,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
38,8,1.8,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
140,22,3.3,Suspendisse potenti.
152,38,4.9,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
32,11,2.4,Nulla ac enim.
62,181,4.4,Nullam porttitor lacus at turpis.
44,101,3.4,Nullam porttitor lacus at turpis.
20,48,4.2,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
22,8,5.0,Vivamus tortor.
143,13,3.2,Morbi non lectus.
94,64,2.3,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
42,112,4.7,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
132,176,3.3,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
30,34,3.5,Duis bibendum. Morbi non quam nec dui luctus rutrum.
93,1,3.8,Integer ac leo.
37,114,3.6,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
40,109,1.8,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
64,10,3.1,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
26,173,3.0,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
131,62,4.1,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
152,75,2.2,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
79,192,2.5,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
137,11,2.2,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
78,177,4.8,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
84,59,2.1,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
63,161,5.0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
31,57,3.4,Aenean lectus. Pellentesque eget nunc.
76,65,2.2,Morbi vel lectus in quam fringilla rhoncus.
88,169,2.6,Aliquam erat volutpat.
117,172,1.7,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
45,103,3.7,Nulla ac enim.
49,146,2.4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
1,113,1.5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
157,157,2.6,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
43,61,4.1,Suspendisse potenti.
38,101,1.7,Donec quis orci eget orci vehicula condimentum.
13,7,4.2,Pellentesque at nulla.
153,58,3.7,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
125,33,2.6,Praesent blandit lacinia erat.
39,77,4.9,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
113,162,4.3,Proin interdum mauris non ligula pellentesque ultrices.
70,21,2.9,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
107,161,3.8,Nullam molestie nibh in lectus.
138,199,2.5,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
23,147,1.1,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
151,179,3.2,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
112,167,4.9,Praesent blandit lacinia erat.
129,138,4.6,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
39,124,3.6,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
9,66,4.3,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
102,27,3.2,Cras in purus eu magna vulputate luctus.
73,153,3.5,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
96,98,1.2,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
150,178,3.0,Proin at turpis a pede posuere nonummy. Integer non velit.
136,54,4.8,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
140,54,2.9,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
12,199,2.1,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
20,10,1.1,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
151,171,1.2,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
134,132,3.3,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
168,169,5.0,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
10,19,1.5,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
121,63,1.7,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
154,60,1.1,Nunc rhoncus dui vel sem.
134,114,3.4,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl."
58,133,1.0,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
37,197,3.5,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
129,167,3.6,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
19,74,4.6,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
122,169,1.3,Integer ac neque. Duis bibendum.
113,159,3.3,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
45,140,4.9,Aenean sit amet justo.
35,29,1.4,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
9,115,1.5,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
108,89,4.1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
122,60,2.3,Maecenas tincidunt lacus at velit.
31,147,2.6,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
137,194,3.3,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
44,180,1.8,In eleifend quam a odio. In hac habitasse platea dictumst.
134,48,3.4,Etiam justo.
8,179,2.6,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
17,12,2.7,Nunc nisl.
16,121,4.3,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
161,79,2.5,Integer non velit.
17,72,2.7,Proin risus. Praesent lectus.
136,156,1.4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
65,89,2.6,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
50,66,2.0,Morbi quis tortor id nulla ultrices aliquet.
107,153,3.3,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
164,15,1.9,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
92,32,4.4,Vivamus tortor.
102,109,3.3,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
7,20,3.0,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
139,195,4.8,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
142,59,2.2,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
34,110,2.5,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
92,73,3.9,Aliquam erat volutpat.
9,144,1.4,Etiam faucibus cursus urna.
173,61,1.8,Curabitur convallis.
100,169,1.6,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
129,199,4.7,Nam dui.
110,115,1.1,Fusce consequat.
152,117,2.8,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
117,195,1.1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
